36;2.05.10.4.;Монтаж лифтов;Стоимость работ, услуг, материалов по приобретение лифтов, монтажу и пусконаладке, диспетчеризации лифта до удаленного диспетчерского пункта и прочие с учетом установки лесов внутри шахты. Ежемесячное обслуживание в накладных расходах пр специалистов площадки, с обшивкой лифта внутри. Без порталов;23;Да;Посекционно;;2;;;01.03.2027;30.06.2027;121;;;0;;0;0;0;;;
37;2.05.10.5.;Монтаж подъемников для МГН;стоимость работ, услуг, материалов по приобретение подъемников, монтажу и пусконаладке, диспетчеризации и прочие затраты;24;Да, при наличии;Строение;Да, при наличии;2;;;;;0;;;0;;0;0;0;;;
38;2.05.10.6.1;Монтаж ограждений и конструкций;стоимость работ, услуг, материалов по установке лестничных ограждений, ограждений незадымляемых лестниц, ограждение кровли, и прочие конструкции из метала (ограждение приямков, козырьки над входом, стремянки на кровле), в т.ч. Испытания ограждений;25;Витражные ограждения/ кровельные/ Ограждение ЛК;Строения /Строения/ Посекционно;Вертикальные нитки / /;3;;;19.02.2027;30.09.2027;223;;;0;;0;0;0;;;
;2.05.10.6.2;Монтаж ограждений кровли;;;;;;;;;19.02.2027;30.04.2027;70;;;0;;0;0;0;;;
;2.05.10.6.3;Монтаж ограждений балконов;;;;;;;;;01.07.2027;30.09.2027;91;;;0;;0;0;0;;;
;2.05.10.6.4;Монтаж лестничных ограждений;;;;;;;;;01.03.2027;31.05.2027;91;;;0;;0;0;0;;;
39;2.05.10.9.;Прочее оборудование дома;;26;;;;3;;;19.02.2027;15.10.2027;238;;;0;;0;0;0;;;
;2.05.11.;Инженерные системы дома;Суммарная позиция;;Да;Строение;Поэтажно. Разбивка на работы до и после опрессовки + квартирные элементы;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
40;2.05.11.1.;Электроснабжение;стоимость работ, услуг, материалов по внутреннему электроснабжению, электроосвещению включая устройство ВРУ, заградительные огни на кровле, но без освещения фасада - оно попадает в фасад. Счетчики в АСКУЭ учитываются. все что учтено проектом электроснабжение все тут. Внутренние зарядные устройства (если устанавливаются на парковке);27;;;;5;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
41;2.05.11.2.;Вентиляция;стоимость работ, услуг, материалов по внутренним вентиляционным системам, кондиционированию, холодоснабжению, дымоудалению и пр. также приточные клапана и тепловые завесы. Здесь же короба вент шахт, даже если они из сборного бетона, но без облицовочной кладки.;28;;;;5;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
;2.05.11.2.1;Система вентиляции;;;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
;2.05.11.2.2;Вентиляционные шахты;;;;;;;;;01.08.2026;01.11.2026;92;;;0;;0;0;0;;;
42;2.05.11.3.;Отопление;стоимость работ, услуг, материалов по внутренним отопительным системам, в т.ч, разводка, отопительные приборы и пр. Счетчики в АСКУЭ учитываются;29;;;;5;;;05.08.2026;20.06.2027;319;;;0;;0;0;0;;;
;2.05.11.3.1;Монтаж разводящих трубопроводов отопления;;;;;;;;;05.08.2026;02.11.2026;89;;;0;;0;0;0;;;
;2.05.11.3.2;Монтаж вертикальных трубопроводов системы отопления (1-9 этаж);;;;;;;;;01.09.2026;30.10.2026;59;;;0;;0;0;0;;;
;2.05.11.3.3;Монтаж отопления (лучевая разводка) 2 этаж;;;;;;;;;01.04.2027;05.04.2027;4;;;0;;0;0;0;;;
;2.05.11.3.4;Монтаж отопления (лучевая разводка) 3 этаж;;;;;;;;;06.04.2027;10.04.2027;4;;;0;;0;0;0;;;
;2.05.11.3.5;Монтаж отопления (лучевая разводка) 4 этаж;;;;;;;;;11.04.2027;15.04.2027;4;;;0;;0;0;0;;;
;2.05.11.3.6;Монтаж отопления (лучевая разводка) 5 этаж;;;;;;;;;16.04.2027;20.04.2027;4;;;0;;0;0;0;;;
;2.05.11.3.7;Монтаж отопления (лучевая разводка) 6 этаж;;;;;;;;;21.04.2027;25.04.2027;4;;;0;;0;0;0;;;
;2.05.11.3.8;Монтаж отопления (лучевая разводка) 7 этаж;;;;;;;;;26.04.2027;30.04.2027;4;;;0;;0;0;0;;;
;2.05.11.3.9;Монтаж отопления (лучевая разводка) 8 этаж;;;;;;;;;21.05.2027;25.05.2027;4;;;0;;0;0;0;;;
;2.05.11.3.10;Монтаж отопления (лучевая разводка) 9 этаж;;;;;;;;;16.06.2027;20.06.2027;4;;;0;;0;0;0;;;
;2.05.11.3.11;Монтаж отопления (лучевая разводка)1 этаж;;;;;;;;;01.05.2027;15.05.2027;14;;;0;;0;0;0;;;
43;2.05.11.4.;Тепловой пункт;Стоимость работ, услуг, материалов по устройству теплового пункта, включая устройство теплового счетчика и слаботочной автоматизации оборудования ИТП.;30;;;;5;;;01.09.2026;30.09.2026;29;;;0;;0;0;0;;;
44;2.05.11.5.;Водоснабжение и канализация;Стоимость работ, услуг, материалов по внутренним сантехническим системам: водопровод, водоотведение, система противопожарного водопровода В2 внутри здания, ливневая канализация. Элекрополотенцесушители взамен труб. Счетчики в АСКУЭ учитываются;31;;;;5;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
45;2.05.11.6.;Насосная станция;стоимость работ, услуг, материалов по устройству насосной станции, включая автоматику но без электрического подключения.;32;;;;5;;;;;0;;;0;;0;0;0;;;
46;2.05.11.8.;Автоматическая установка пожаротушения (АУПТ);Только стоимость услуг по монтажу трубопроводов и оборудования, без слаботочной системы. Слаботочка АУПТ учитывается в статье пожарная сигнализация;33;;;;5;;;;;0;;;0;;0;0;0;;;
47;2.05.11.9.;Прочие инженерные системы;В эту статью попадают прочие инженерные системы внтури дома не вошедшие в другие статьи такие как: газоснабжение, мусоропровод и прочее.;34;;;;5;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
;2.05.12.;Слаботочные сети;Суммарная позиция;35;Да;Строение;Поэтажно, с выделением этапа внутри объектов недвижимости;8;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
48;2.05.12.1.;Пожарная сигнализация;стоимость работ, услуг, материалов по пожарной сигнализации раздел ПС, в том числе слаботочная часть АУПТ;35.1;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
49;2.05.12.2.;Системы связи, радио и ТВ;стоимость работ, услуг, материалов по системам связи (телефонизация и прокладка систем доступа связи). раздел СС, РФ, ТВ;35.2;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
50;2.05.12.4.;Система экстренной связи и диспетчеризации лифтов;Системы экстренной связи до блока диспетчеризации (ЛБ-6) с удаленной диспетчерской, без диспетчеризации лифтов. Раздел ССЭ;35.4;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
51;2.05.12.5.;АСКУЭ;Сюда включаем все расходы на устройство системы сбора данных со всех счетчиков (кроме счетчика теплового пункта). Раздел АСКУЭ;35.5;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
52;2.05.12.6.;Система охранного телевидения (видеонаблюдение);Все видеонаблюдение. Раздел СОТ;35.6;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
53;2.05.12.7.;Домофония и система контроля доступа;Домофония Раздел ДФ, СКД;35.7;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
54;2.05.12.9.;Прочие расходы на слаботочные сети;Система газоанализа для системы вентиляции и пр.;35.9;;;;;;;01.07.2026;30.10.2027;486;;;0;;0;0;0;;;
55;2.05.99.;Прочие расходы зданий;;36;;;;2;;;;;0;;;0;;0;0;0;;;
;;Встроенно-пристроенная подземная автостоянка;Суммарная позиция касающаяся непосредственно строящихся обектов (все что возводитв в рамках проекта зданий от котлована до кровли);;;;;;;;;;;;;;;;;;;;
;2.05.;Строительство зданий и сооружений;Суммарная позиция касающаяся непосредственно строящихся обектов (все что возводитв в рамках проекта зданий от котлована до кровли);;;;;;;;05.10.2025;30.10.2027;755;28.09.2025;;0;;-7;0;0;;;
;2.05.01.;Земляные работы;Суммарная позиция;5;да;Строения;без разбивки;;;;05.10.2025;15.10.2026;375;28.09.2025;;0;;-7;0;0;;;
1;2.05.01.1.;Устройство котлована;Раборы по копке основания и ручной доработке фундамента без обратной засыпки и уплотнения. Включаются при цене за м3 в рамках проекта. Вывоз грунта и работа по рыхлению мерзлого грунта и демонтаж пр. конструкций в котловане. Ручная уборка обвалов грунта;5.1;;;;2;;;05.10.2025;15.07.2026;283;28.09.2025;;0;;-7;0;0;;;
;2.05.01.1.1;Устройство котлована в осях 1б-12б;;;;;;;;;05.10.2025;15.07.2026;283;28.09.2025;;;;-7;0;0;;;
;2.05.01.1.2;Устройство котлована в осях 1в-3в;;;;;;;;;04.04.2026;09.04.2026;5;04.04.2026;09.04.2026;5;100;0;0;0;;;
2;2.05.01.2.;Отсыпка и уплотнение основания фундамента;Уплотнение местного грунта основания, устройство отсыпки подушки и замены грунта с уплотнением в т.ч. с приобитением инертных материалов;5.2;;;;2;;;;;0;;;0;;0;0;0;;;
3;2.05.01.9.;Прочие земляные работы (срубка свай);Водопонижение, шпунтовое ограждение и пр. затраты;5.3;при необходимости;;;2;;;01.09.2026;15.10.2026;44;;;0;;0;0;0;;;
;2.05.02.;Конструкции железобетонные ниже 0.000;Суммарная позиция пор затратам ниже уровня земли (кроме фасада);6;;;;;;;29.10.2025;15.10.2026;351;29.10.2025;;0;;0;0;0;;;
4;2.05.02.1.;Устройство свайного основания;Устройство свайного поля. Приобретение, раскладка, погружение, срезка, срубка, динамическое испытания свай, сварка составных свай,лидерное бурение, временные дороги в котловане под копер. Без расходов с ценой за час. Без статического испытания свай.;6.1;при наличии;Строения;;1;;;;;0;;;0;;0;0;0;;;
5;2.05.02.2.;Устройство фундамента;Устройство фундамента с выпусками. При этом включаем в затраты обратную засыпку пазухов фундамента, если такие существуют. Зачистка арматуры, арматура, проволока, бетон с доставкой, трубки. Все добавки, в т.ч. Гидроизоляционные в бетон, а так же затраты на устройства гидрошпонов;6.2;Да;Строения;без разбивки;2;;;29.10.2025;05.08.2026;280;29.10.2025;;0;;0;0;0;;;
;2.05.02.2.1;Устройство фундамента в осях 1б-12б;;;;;;;;;29.10.2025;05.08.2026;280;29.10.2025;;0;;0;0;0;;;
;2.05.02.2.2;Устройство фундамента в осях 1в-3в;;;;;;;;;10.04.2026;28.04.2026;18;10.04.2026;28.04.2026;18;100;0;0;0;;;
6;2.05.02.3.;Устройство цоколя;Устройство цокольного этажа с отметки верха фундамента. Зачистка арматуры, арматура, проволока, бетон с доставкой, трубки. Все добавки, в т.ч. Гидроизоляционные в бетон, а так же затраты на устройства гидрошпонов;;Да;Строения;поэтажно, включая перекрытие над этажом ;;;;29.04.2026;05.10.2026;159;29.04.2026;;0;;0;0;0;;;
;2.05.02.3.1;этаж -2 в осях 1б-12б отм. -7.130;;;;;;;;;20.05.2026;15.08.2026;87;;;;;0;0;0;;;
;2.05.02.3.2;этаж -2 в осях 1в-3в отм. -7.130;;;;;;;;;29.04.2026;19.05.2026;20;29.04.2026;19.05.2026;20;100;0;0;0;;;
;2.05.02.3.3;этаж -1 в осях 1б-12б отм. -3.900;;;;;;;;;16.08.2026;30.09.2026;45;;;;;0;0;0;;;
;2.05.02.3.4;этаж -1 в осях 1в-3в отм. - 3.900;;;;;;;;;20.05.2026;05.06.2026;16;20.05.2026;;;;0;0;0;;;
;2.05.02.3.5;парапеты в осях 1б-12б отм. - 0.700;;;;;;;;;01.10.2026;05.10.2026;4;;;;;0;0;0;;;
;2.05.02.3.6;парапеты в осях 1в-3в отм. - 0.700;;;;;;;;;06.06.2026;10.06.2026;4;;;;;0;0;0;;;
7;2.05.02.4.;Гироизоляция и утепление цоколя и фундамента;Вся гидроизоляция и утепление стен цоколя и фундамента, в тч гидроизоляция фасада под обратной засыпкой и устройство прижимной стенки. За исключением таких работ под облицовкой, которые не закрываются обратной засыпкой -они в фасаде;6.3;Да;блок-секции;по наружным осям;2;;;20.05.2026;30.09.2026;133;20.05.2026;;0;;0;0;0;;;
;2.05.02.4.1;в осях 1б-12б;;;;;;;;;15.08.2026;30.09.2026;46;;;;;0;0;0;;;
;2.05.02.4.2;в осях 1в-3в;;;;;;;;;20.05.2026;15.06.2026;26;20.05.2026;;;100;0;0;0;;;
8;2.05.02.5.;Обратная засыпка боковых пазух котлована;Обратная засыпка только боковых пазухов котлована. Пазухи фундаментов учитываются в устройстве фундамента и цоколя;6.4;Да;блок-секции;по наружным осям;2;;;20.06.2026;15.10.2026;117;;;0;;0;0;0;;;
;2.05.02.5.1;в осях 1б-12б;;;;;;;;;01.09.2026;15.10.2026;44;;;;;0;0;0;;;
;2.05.02.5.2;в осях 1в-3в;;;;;;;;;20.06.2026;10.07.2026;20;;;;100;0;0;0;;;
9;2.05.02.9.;Прочие расходы на КЖ ниже 0;Устройство деформационных швов, пропилка отверстий, заделка отверстий;6.5;;;;3;;;29.10.2025;15.10.2026;351;30.10.2025;;0;;1;0;0;;;
;2.05.03.;Устройство опалубки;Затраты на приобретение опалубки на весь цикл строительства, в тч тяжи, фанера, брус,эмульсол и тд. Инвентарную опалубку учитываем в случае аренды, а ее покупку учитываем в статье инвест расходов на основные средства.;7;;;;3;;;29.10.2025;15.10.2026;351;29.10.2025;;0;;0;0;0;;;
;2.05.04.;Устройство каркаса;Суммарная позиция содержащая расходы на каркас возводимого здания выше 0 отметки;8;Да;блок-секции;Да, с разбивкой по этажам и захваткам;;;;;;0;;;0;;0;0;0;;;
10;2.05.04.2.;Монолитные конструкции;Затраты на устройство конструкций из монолитного железобетона а также сборный ж/бетон конструкции монолитна. Например лестницы. Сборные ж/б вент шахты учитываются в вентиляции, также фиксаторы, трубки ПВХ и пр. кроме эмульсола;8.1;;;;2;;;;;0;;;0;;0;0;0;;;
11;2.05.04.3.;Прогрев бетона;Прогрев бетона (аренда пушек, расходы на их обслуживание и ГСМ). В т.ч. Расходы на прогрев ниже 0, чтобы не выделять) Здесь же устройство тепляков для прогрева, ПНСВ, Полога и пр.;8.2;;;;3;;;;;0;;;0;;0;0;0;;;
12;2.05.04.4.;Отверстия и проемы в каркасе;пропилка отверстий, заделка отверстий;8.3;;;;3;;;;;0;;;0;;0;0;0;;;
13;2.05.04.9.;Прочие расходы на каркас;;8.4;;;;2;;;;;0;;;0;;0;0;0;;;
;2.05.05.;Отделка фасада;Суммарная позиция;;;;;;;;01.08.2027;30.08.2027;29;;;0;;0;0;0;;;
14;2.05.05.1.;Облицовка стен фасада кирпичом;Расходы на возведение фасада из облицовочного кирпича и облицовки поясов перекрытия. Весь фасад, даже если он ниже 0, но он из облицовочного кирпича. В тч работы под облицовкой, которые не закрываются обратной засыпкой. Включая все нащельники на окна и двери (пароотбойники). Входит кирпич, раствор, венткоробки, герметик, дюбеля, минплита, сетка кладочная, уголки.;9;Да;блок-секции;Поэтажно;3;;;;;0;;;0;;0;0;0;;;
15;2.05.05.2.;Устройство вентилируемого фасада;Расходы на устройство всех слоев кроме несущего на устройство навесного фасада без разделения на финишний слой (кроме облицовки поясов перекрытия - это в облицовке кирпичем). Включая все нащельники на окна и двери (откосы и отсечки без пароотбойников на кирпичной кладке и оконных отливов). Минплита, панели, подсистема, дюбели. Также учитываем выносные металлические конструкции (фризы). И проект вентфасада тоже тут.;10;Да;блок-секции;по наружным осям;3;;;01.08.2027;30.08.2027;29;;;0;;0;0;0;;;
16;2.05.05.3.;Подсветка фасада;Освещение фасада, установка подсвечивающихся табличек на фасаде;11;Да;блок-секции;без разбивки;1;;;01.08.2027;30.08.2027;29;;;0;;0;0;0;;;
17;2.05.05.4.;Устройство штукатурного фасада;Расходы на устройство штукатурного фасада с утеплителем без устройства несущей поверхности. Включаяя утеплитель, клеи, грунтовки, штукатурные слои, окраску или декоративную штукатурку, отделку откосов из штукатурки. Если просто штукатуриться и красится поверхность несущих конструкций, то это в отделку МОПа или продаваемых помещений;12;Да;блок-секции;по наружным осям;2;;;;;0;;;0;;0;0;0;;;
18;2.05.05.9.;Прочие расходы на фасад;корзины под кондиционеры, труба наружная ливневка. Воронки, свесы, подшивку, водостоки на кровле устанавливает кровельщик, поэтому они в кровле;13;Да;блок-секции;по наружным осям;1;;;01.08.2027;30.08.2027;29;;;0;;0;0;0;;;
;2.05.06.;Устройство перегородок и вентшахт;Суммарная позиция;;;;;;;;;;0;;;0;;0;0;0;;;
19;2.05.06.1.;Устройство кирпичных перегородок и вент.шахт;Затраты на устройство всех стен и перегородок из кирпича, в т.ч. из облицовочного, кроме облицовочных работ по фасаду. Кирпичная кладка на кровле также в эту статью со всеми обрамлениями и закладными. Также включаем в статью штукатурку цементную, которая необходима для обеспечения требований по сейсмостойкости. Обрамление вентшахт металом на кровле также здесь. Кирпич, раствор, сетка кладочная, уголок. Если будет кладка из пескоблоков, пазогребневых плит или газобетона то тоже сюда.;14;Да;Посекционно;Поэтажно;3;;;;;0;;;0;;0;0;0;;;
20;2.05.06.2.;Каркасные перегородки;Затраты на все устройство всех перегородок и пр. конструкций на профилях по системе кнауф без разделения на итоговое покрытие. Перегородки и фальшстенки в МОП, устройство коробов из ГКЛ/ГВЛ на потолке также здесь, в т.ч. установка лючков скрытого монтажа в гипсокатрон. Не включаются работы по шпатлевке и дальнейшей отделке.;15;Да;Посекционно;Поэтажно;3;;;;;0;;;0;;0;0;0;;;
21;2.05.06.9.;Прочие расходы на перегородки и шахты;Монтаж звукоизоляции шахты лифта, и прочие работы, не учтенные в прочих статьях;16;;;;2;;;;;0;;;0;;0;0;0;;;
22;2.05.07.;Устройство кровли;Все расходы на устройство всех слоев кровли со всеми примыканиями, в том числе примыкания на вентшахты и выхода пр.коммуникаций. Также включаем нащельники на парапеты. Кровля паркинга в кровле учитывается только необходимые слои (паро и гидроизоляция, утепление, дренажный слой) все остальные конструкции относим в благоустройство (разделительную плиту, брусчатку, асфальт и прочее). Отделка вентшахт (кроме кирпичной кладки с металическим обрамлением - она в перегородках), козырьков;17;Да;блок-секции;;3;;;15.06.2026;30.11.2026;168;;;0;;0;0;0;;;
;2.05.08.;Отделка и оборудование МОП;Суммарная позиция;18;Да;Посекционно;Поэтажно, отдельно ЛК;5;;;;;0;;;0;;0;0;0;;;
23;2.05.08.1.;Отделка МОП;Все работы по отделке (только ремонт без оборудования. Оно отдельным пуктом). Все работы и материалы которые требуются по нормативам, без которых невозможен ввод;;;;;;;;;;0;;;0;;0;0;0;;;
24;2.05.08.6.;Устройство интерьерного инвентаря, МАФов МОП;Навигация, оформление доски объявлений, ящики почтовчые, мебель и прочее что приобретается и устанавливается после окончания отделочных работ. Дополнительные улучшения которые не являются нормативным и обязательным решением.;;;;;;;;;;0;;;0;;0;0;0;;;
25;2.05.08.9.;Прочие расходы на отделку МОП;(клининг в отдельной статье затрат до передачи дольщика);;;;;;;;;;0;;;0;;0;0;0;;;
;2.05.09.;Отделка продаваемых объектов;Суммарная позиция;19;;;;5;;;01.06.2027;30.07.2027;59;;;0;;0;0;0;;;
26;2.05.09.1.;Черновая отделка;Стяжка полусухая или из раствора и заделка термошпонок ВСЕГДА тут! И остальные отделочные работ при сдаче помещений в черновой отделке (штукатурка, гидроизоляция, грунтовка);;Да;Посекционно;Поквартирно, кроме стяжки, она поэтажно;;;;;;0;;;0;;0;0;0;;;
27;2.05.09.2.;Отделка White box;"Все расходы по устройству отделки ""white box"" (кроме стяжки). Включает квартиры и нежилые помещения, кроме паркинга. В отделку White box входит: Наливной пол (не стяжка!) подготовленный под любое финишное покрытие, включая ламинат, паркет. Установленные откосы на окнах. Выровненные, оштукатуренные, прошпатлеванные и прогрунтованные стены. Ровные подготовленные потолки или натяжные потолки. Разведённая от электрощитка проводка по всем комнатам с установленными выключателями и розетками, установлены обыкновенные лампочки. Монтаж наличников входной двери. Выполнены вся сантехническая разводка, обустроены водопровод и канализация без установки оборудования, зашиты коробами под устройство керамической плитки. Также возможен монтаж межкомнатных дверей с наличниками.";;Да;Посекционно;Поквартирно;;;;;;0;;;0;;0;0;0;;;
28;2.05.09.3.;Отделка чистовая;Все расходы по устройству чистовая отделка (кроме стяжки). Включает квартиры и нежилые помещения кроме паркинга. Включаются все затраты при устройстве чистовой отделки включая откосы на окнах, межкомнатные двери, электрику, сантехнику, мебель.;;Да;Посекционно;Поквартирно;;;;;;0;;;0;;0;0;0;;;
29;2.05.09.4.;Отделка паркинга;выделяется отдельно любая отделка паркинга. Промполы, разметка, отбойники, окраска, потолки и прочее;;Да;блок-секции;При необходимости;;;;01.06.2027;30.07.2027;59;;;0;;0;0;0;;;
30;2.05.09.5.;Мебель,оборудование и инвентарь;кухни, диваны, люстры, ванные и раковины, устанавливаемые в квартирах и пр инвентарь;;да;Посекционно;Поквартирно ;;;;;;0;;;0;;0;0;0;;;
31;2.05.09.9.;Прочие расходы на отделку объектов;;;;;;;;;;;0;;;0;;0;0;0;;;
;2.05.10.;Оборудование, двери и окна;Суммарная позиция;;;;;;;;01.09.2027;30.10.2027;59;;;0;;0;0;0;;;
32;2.05.10.1.;Монтаж оконных блоков;Включаем монтаж и изготовление окон, детские замки, подоконники, наружный отлив.;20;Да;Строение;Поэтажно;5;;;;;0;;;0;;0;0;0;;;
33;2.05.10.2.;Монтаж витражей;Монтаж витражей, как теплых, так и холодных. Также включаем установку нащельников к витражам. Если входная группа выполнена из алюминиевых профилей, то вносим затраты в эту статью;21;Да;Строение;Вертикальные нитки;5;;;;;0;;;0;;0;0;0;;;
34;2.05.10.3.;Установка дверей;Все двери с установкой. Не включаются двери выполненные из алюминиевых профилей. Нащельники к дверям в отделке внутренней. сюда же ворота, рольставни и фурнитуру, нащельники и декоративные накладки;22;Да;Посекционно;Поэтажно;3;;;01.09.2027;30.10.2027;59;;;0;;0;0;0;;;
35;2.05.10.4.;Монтаж лифтов;Стоимость работ, услуг, материалов по приобретение лифтов, монтажу и пусконаладке, диспетчеризации лифта до удаленного диспетчерского пункта и прочие с учетом установки лесов внутри шахты. Ежемесячное обслуживание в накладных расходах пр специалистов площадки, с обшивкой лифта внутри. Без порталов;23;Да;Посекционно;;2;;;;;0;;;0;;0;0;0;;;
36;2.05.10.5.;Монтаж подъемников для МГН;стоимость работ, услуг, материалов по приобретение подъемников, монтажу и пусконаладке, диспетчеризации и прочие затраты;24;Да, при наличии;Строение;Да, при наличии;2;;;;;0;;;0;;0;0;0;;;
37;2.05.10.6.;Монтаж ограждений и конструкций;стоимость работ, услуг, материалов по установке лестничных ограждений, ограждений незадымляемых лестниц, ограждение кровли, и прочие конструкции из метала (ограждение приямков, козырьки над входом, стремянки на кровле), в т.ч. Испытания ограждений;25;Витражные ограждения/ кровельные/ Ограждение ЛК;Строения /Строения/ Посекционно;Вертикальные нитки / /;3;;;;;0;;;0;;0;0;0;;;
38;2.05.10.9.;Прочее оборудование дома;;26;;;;3;;;;;0;;;0;;0;0;0;;;
;2.05.11.;Инженерные системы дома;Суммарная позиция;;Да;Строение;Поэтажно. Разбивка на работы до и после опрессовки + квартирные элементы;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
39;2.05.11.1.;Электроснабжение;стоимость работ, услуг, материалов по внутреннему электроснабжению, электроосвещению включая устройство ВРУ, заградительные огни на кровле, но без освещения фасада - оно попадает в фасад. Счетчики в АСКУЭ учитываются. все что учтено проектом электроснабжение все тут. Внутренние зарядные устройства (если устанавливаются на парковке);27;;;;5;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
40;2.05.11.2.;Вентиляция;стоимость работ, услуг, материалов по внутренним вентиляционным системам, кондиционированию, холодоснабжению, дымоудалению и пр. также приточные клапана и тепловые завесы. Здесь же короба вент шахт, даже если они из сборного бетона, но без облицовочной кладки.;28;;;;5;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
41;2.05.11.3.;Отопление;стоимость работ, услуг, материалов по внутренним отопительным системам, в т.ч, разводка, отопительные приборы и пр. Счетчики в АСКУЭ учитываются;29;;;;5;;;;;0;;;0;;0;0;0;;;
42;2.05.11.4.;Тепловой пункт;Стоимость работ, услуг, материалов по устройству теплового пункта, включая устройство теплового счетчика и слаботочной автоматизации оборудования ИТП.;30;;;;5;;;;;0;;;0;;0;0;0;;;
43;2.05.11.5.;Водоснабжение и канализация;Стоимость работ, услуг, материалов по внутренним сантехническим системам: водопровод, водоотведение, система противопожарного водопровода В2 внутри здания, ливневая канализация. Элекрополотенцесушители взамен труб. Счетчики в АСКУЭ учитываются;31;;;;5;;;;;0;;;0;;0;0;0;;;
44;2.05.11.6.;Насосная станция;стоимость работ, услуг, материалов по устройству насосной станции, включая автоматику но без электрического подключения.;32;;;;5;;;;;0;;;0;;0;0;0;;;
45;2.05.11.8.;Автоматическая установка пожаротушения (АУПТ);Только стоимость услуг по монтажу трубопроводов и оборудования, без слаботочной системы. Слаботочка АУПТ учитывается в статье пожарная сигнализация;33;;;;5;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
46;2.05.11.9.;Прочие инженерные системы;В эту статью попадают прочие инженерные системы внтури дома не вошедшие в другие статьи такие как: газоснабжение, мусоропровод и прочее.;34;;;;5;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
;2.05.12.;Слаботочные сети;Суммарная позиция;35;Да;Строение;Поэтажно, с выделением этапа внутри объектов недвижимости;8;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
47;2.05.12.1.;Пожарная сигнализация;стоимость работ, услуг, материалов по пожарной сигнализации раздел ПС, в том числе слаботочная часть АУПТ;35.1;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
48;2.05.12.2.;Системы связи, радио и ТВ;стоимость работ, услуг, материалов по системам связи (телефонизация и прокладка систем доступа связи). раздел СС, РФ, ТВ;35.2;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
49;2.05.12.4.;Система экстренной связи и диспетчеризации лифтов;Системы экстренной связи до блока диспетчеризации (ЛБ-6) с удаленной диспетчерской, без диспетчеризации лифтов. Раздел ССЭ;35.4;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
50;2.05.12.5.;АСКУЭ;Сюда включаем все расходы на устройство системы сбора данных со всех счетчиков (кроме счетчика теплового пункта). Раздел АСКУЭ;35.5;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
51;2.05.12.6.;Система охранного телевидения (видеонаблюдение);Все видеонаблюдение. Раздел СОТ;35.6;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
52;2.05.12.7.;Домофония и система контроля доступа;Домофония Раздел ДФ, СКД;35.7;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
53;2.05.12.9.;Прочие расходы на слаботочные сети;Система газоанализа для системы вентиляции и пр.;35.9;;;;;;;01.08.2026;30.10.2026;90;;;0;;0;0;0;;;
54;2.05.99.;Прочие расходы зданий;;36;;;;2;;;;;0;;;0;;0;0;0;;;
;2.06.;Устройство сетей;В этом разделе все расходы на сети вне зданий, в т.ч. на документацию по ним;;;;;;;;05.09.2025;30.11.2027;816;05.09.2025;;0;;0;0;0;;;
1;2.06.01.;Тепловые сети;Все расходы на устройство тепловых сетей включая промэкспертизу, технический план, расчет теплотрассы на прочность и съемку. Восстановление благоустройства после прокладки сетей, если это не дублирует благоустройство объекта учтенное в другой статье.;37;Да;Объект;3 захватки - в границах и за границами участка, ввода;5;;;05.09.2025;30.05.2026;267;05.09.2025;14.05.2026;251;100;0;-16;-16;;;
;2.06.01.01;    1й-этап;;;;;;;;;05.09.2025;15.10.2025;40;05.09.2025;15.10.2025;40;100;0;0;0;;;
;2.06.01.02;    2-й этап;;;;;;;;;16.04.2026;30.05.2026;44;16.04.2026;14.05.2026;28;100;0;-16;-16;;;
